Report ID,Category of Incident,Country of Incident,Date of Incident,Subject,Full Scientific Name,Common Name,Item / Commodity Type,Count,Quantity - Weight,Unit of Weight,Estimated Value,Currency,Value in USD,Airport
MOR53611,Togo,Togo,12/2/2023 0:00,"38 monkeys seized at Lome International Airport, Togo",Cercopithecus lomamiensis,Lesula,Individual - Live,38.0,,,,,,Lome International Airport
MOR53611,Togo,Togo,12/2/2023 0:00,"38 monkeys seized at Lome International Airport, Togo",Lophocebus aterrimus,"Black-crested Mangabey, Black Mangabey, Congo Mangabey, Peaked Mangabey, Mangabey moro onegro, Cercocèbe noir, Mangabé huppé, Mangabé noir",Individual - Live,38.0,,,,,,Lome International Airport
MOR54008,Peru,Peru,12/1/2023 0:00,"4,001 live turtles seized at Jorge Chavez International Airport",Podocnemis expansa,"Arrau, Giant South American Turtle, South American River Turtle, Tartaruga, Podocnémide élargie",Individual - Live,400.0,,,,,,Jorge Chavez International Airport
MOR54008,Peru,Peru,12/1/2023 0:00,"4,001 live turtles seized at Jorge Chavez International Airport",Podocnemis unifilis,"Yellow-headed Sideneck, Yellow-spotted River Turtle, Yellow-spotted Sideneck Turtle, Terecay, Podocnémide de Cayenne",Individual - Live,3601.0,,,,,,Jorge Chavez International Airport
MOR54520,Morocco,Morocco,12/19/2023 0:00,272 Spiny-tailed lizards and 391 Checkerboard worm lizards seized at Marrakech-Menara Airport - 1 suspect,Uromastyx nigriventris,Moroccan Spiny-tailed Lizard,Individual - Live,272.0,,,,,,Marrakech-Menara Airport
MOR54520,Morocco,Morocco,12/19/2023 0:00,272 Spiny-tailed lizards and 391 Checkerboard worm lizards seized at Marrakech-Menara Airport - 1 suspect,Trogonophis wiegmanni,Checkerboard worm lizard,Individual - Live,391.0,,,,,,Marrakech-Menara Airport
MOR55374,United States of America,United States of America,2/8/2024 0:00,"4 dead monkeys (3.6 kg) seized at Boston Logan International Airport, Massachusetts - 1 suspect",Primates,"Apes, Monkeys, Simios, Monos, Primates",Individual - Dead,4.0,3.62874,Kilograms,,,,Boston Logan International Airport
MOR56073,Indonesia,Indonesia,2/12/2024 0:00,20 birds seized at Juanda International Airport,Copsychus saularis,Oriental Magpie-Robin,Individual - Live,3.0,,,,,,Juanda International Airport
MOR56073,Indonesia,Indonesia,2/12/2024 0:00,20 birds seized at Juanda International Airport,Geopelia striata,Zebra Dove,Individual - Live,16.0,,,,,,Juanda International Airport
MOR56089,Hong Kong,Hong Kong,1/26/2024 0:00,"0.23 kg of tiger teeth and 0.128 kg of pangolin meat seized at SkyPier Terminal, Hong Kong Airport - 1 arrested",Manidae,Pangolins,Meat,,0.128,Kilograms,,,,"SkyPier Terminal, Hong Kong Airport"
MOR56089,Hong Kong,Hong Kong,1/26/2024 0:00,"0.23 kg of tiger teeth and 0.128 kg of pangolin meat seized at SkyPier Terminal, Hong Kong Airport - 1 arrested",Panthera tigris,"Tiger, Tigre",Teeth,,0.23,Kilograms,,,,"SkyPier Terminal, Hong Kong Airport"
MOR56091,Hong Kong,Hong Kong,1/25/2024 0:00,72 parrot eggs seized at Hong Kong International Airport,Psittacidae,"Amazons, Macaws, Parakeets, Parrots, Amazonas, Cotorras, Guacamayos, Periquitos, Loros, Amazones, Aras, Perruches, Perroquets",Eggs,72.0,,,450000.0,HKD Hong Kong Dollar,57580.6,"SkyPier Terminal, Hong Kong Airport"
MOR25829,1. Seizure,Hong Kong,10/19/2019 0:00,"16kg of rhino horn seized at Hong Kong International Airport, one female suspect arrested",Rhinocerotidae,"Rhinoceroses, Rinocerontes, Rhinocéros",Horn,3.0,16.0,Kilograms,3200000.0,USD US Dollar,3200000.0,"SkyPier Terminal, Hong Kong Airport"
MOR25971,1. Seizure,Kenya,10/23/2019 0:00,"1 ivory bangle (100g) seized at Jomo Kenyatta International Airport, Kenya - 1 Zambian female arrested",Elephantidae,Elephants,Ivory - Worked,1.0,0.100000001,Kilograms,30000.0,KES Kenyan Shilling,291.6140137,Jomo Kenyatta International Airport
MOR26001,1. Seizure,France,10/28/2019 0:00,"60kg of European eel elvers seized at Charles de Gaulle Airport, two Chinese nationals arrested and convicted",Anguilla anguilla,"Common eel, Eel, European eel, River eel, Silver eel, Sing eel, Weed eel, Yellow eel, Anguila, Anguila europea, Anguilla, Anguilla catarrojina, Anguilla fartona, Anguilla maresa, Anguilla martina, Anguilla pastorenca, Anguilla pugaron, Angèle, Anguielo",Individual - Live,,60.0,Kilograms,,,,Charles de Gaulle Airport
MOR26018,1. Seizure,Viet Nam,11/2/2019 0:00,"1.8 kg ivory & 22.5 kg agarwood seized at the Tan Son Nhat International Airport, Viet Nam - 1 arrested",Elephantidae,Elephants,Tusk,1.0,1.799999952,Kilograms,,,,Tan Son Nhat International Airport
MOR26104,1. Seizure,Viet Nam,11/9/2019 0:00,"7 ivory statues (4.22kg) seized at Hanoi Airport, Vietnam - 1 Vietnamese student suspect",Elephantidae,Elephants,Ivory - Worked,7.0,4.21999979,Kilograms,,,,Hanoi Airport
MOR26112,1. Seizure,Indonesia,11/12/2019 0:00,16 bluetongue skinks seized from a Japanese citizen at Soekarno Hatta Airport,Tiliqua gigas,Giant Bluetongue Skink,Individual - Live,16.0,,,,,,Soekarno Hatta International Airport
MOR26565,1. Seizure,Viet Nam,11/7/2019 0:00,"2 rhino horn pieces (1.9 kg) seized at Noi Bai International Airport, Hanoi, one suspect detained",Diceros bicornis,"Black Rhinoceros, Browse Rhinoceros, Hook-lipped Rhinoceros, Rinoceronte negro, Rhinocéros noir",Horn Pieces - Raw,2.0,1.899999976,Kilograms,,,,Nigeria to Viet Nam in 20 cargos seized (Noi Bai International Airport
MOR27265,1. Seizure,China,3/24/2020 0:00,"One ivory carving weighing 0.1kg seized at Guiyang Longdongbao Airport, one suspect",Elephantidae,Elephants,Ivory - Worked,1.0,0.100000001,Kilograms,,,,Guiyang Longdongbao Airport
MOR27360,1. Seizure,China,11/7/2019 0:00,1kg of rhino horn seized from postal parcel at Shanghai Pudong International Airport,Rhinocerotidae,"Rhinoceroses, Rinocerontes, Rhinocéros",Horn,,1.0,Kilograms,,,,Erhu seized at Shanghai Pudong Airport
MOR27420,1. Seizure,China,10/18/2019 0:00,"32 animal products including skins and horns seized at Chengdu Shuangliu Airport, three Chinese suspects",Elephantidae,Elephants,Ivory - Worked,1.0,,,,,,Chengdu Shuangliu International Airport
MOR27420,1. Seizure,China,10/18/2019 0:00,"32 animal products including skins and horns seized at Chengdu Shuangliu Airport, three Chinese suspects",Antidorcas marsupialis,Springbok,Skin,4.0,,,,,,Chengdu Shuangliu International Airport
MOR27422,1. Seizure,China,10/18/2019 0:00,"One ivory bracelet weighing 0.034kg seized at Chengdu Shuangliu Airport, one suspect",Elephantidae,Elephants,Ivory - Worked,1.0,0.034000002,Kilograms,,,,Chengdu Shuangliu International Airport
MOR27424,1. Seizure,China,10/27/2019 0:00,"7 ivory carvings weighing 0.504kg seized at Gunagzhou Baiyun Airport, two suspects",Elephantidae,Elephants,Ivory - Worked,7.0,0.504000008,Kilograms,,,,Guangzhou Baiyun International Airport
MOR27425,1. Seizure,Spain,10/30/2019 0:00,"26kg of live eels seized at Prat Josep Tarradellas Airport, one suspect",Anguilla,Freshwater Eels,Fingerlings/fry,,26.0,Kilograms,,,,Prat Josep Tarradellas Airport
MOR27426,1. Seizure,China,10/30/2019 0:00,"1 ivory carving (0.02214kg) seized at Yiwu Airport, one suspect",Elephantidae,Elephants,Ivory - Worked,1.0,0.02214,Kilograms,,,,Yiwu Airport
MOR27461,1. Seizure,China,11/29/2019 0:00,One ivory necklace weighing 0.071kg seized at Zhengzhou Airport,Elephantidae,Elephants,Ivory - Worked,1.0,0.071000002,Kilograms,,,,Zhengzhou Xinzheng Airport
MOR27462,1. Seizure,China,11/29/2019 0:00,"One ivory bracelet weighing 0.028kg seized at Zhengzhou Airport, one suspect",Elephantidae,Elephants,Ivory - Worked,1.0,0.028000001,Kilograms,,,,Zhengzhou Xinzheng Airport
MOR27465,1. Seizure,China,11/1/2019 0:00,5 ivory carvings (0.433kg) seized at Chengdu Airport,Elephantidae,Elephants,Ivory - Worked,5.0,0.432999998,Kilograms,,,,Chengdu Shuangliu International Airport
MOR27467,1. Seizure,China,11/15/2019 0:00,1 ivory bracelet (0.05549kg) seized at Shenzhen Baoan Airport,Elephantidae,Elephants,Ivory - Worked,1.0,0.05449,Kilograms,,,,Shenzhen Bao'an International Airport
MOR27468,1. Seizure,China,11/15/2019 0:00,Three ivory carvings weighing 0.257kg seized at Chengdu Shuangliu International Airport,Elephantidae,Elephants,Ivory - Worked,3.0,0.256999999,Kilograms,,,,Chengdu Shuangliu International Airport
MOR27469,1. Seizure,China,11/16/2019 0:00,5 ivory carvings (0.293kg) seized at Guangzhou Airport,Elephantidae,Elephants,Ivory - Worked,5.0,0.293000013,Kilograms,,,,Guangzhou Baiyun International Airport
MOR27472,1. Seizure,China,11/23/2019 0:00,One ivory pendant weighing 0.065kg seized at Jinan Yaoqiang International Airport,Elephantidae,Elephants,Ivory - Worked,1.0,0.064999998,Kilograms,,,,Jinan Yaoqiang International Airport
MOR27474,1. Seizure,China,11/25/2019 0:00,1 ivory bracelet (0.026kg) seized at Dalian Zhoushuizi Airport,Elephantidae,Elephants,Ivory - Worked,1.0,0.026000001,Kilograms,,,,Dalian Zhoushuizi International Airport
MOR27478,1. Seizure,China,11/27/2019 0:00,"2 ivory bracelets & 7 necklaces (0.28kg total) seized at Qingdao Liuting Airport, two suspects",Elephantidae,Elephants,Ivory - Worked,2.0,0.280000001,Kilograms,,,,Qingdao Liuting International Airport
MOR27478,1. Seizure,China,11/27/2019 0:00,"2 ivory bracelets & 7 necklaces (0.28kg total) seized at Qingdao Liuting Airport, two suspects",Elephantidae,Elephants,Ivory - Worked,7.0,0.280000001,Kilograms,,,,Qingdao Liuting International Airport
MOR27480,1. Seizure,China,12/1/2019 0:00,9 ivory carvings seized at Sunan Shuofang International Airport,Elephantidae,Elephants,Ivory - Worked,1.0,,,,,,Sunan Shuofang International Airport
MOR27480,1. Seizure,China,12/1/2019 0:00,9 ivory carvings seized at Sunan Shuofang International Airport,Elephantidae,Elephants,Ivory - Worked,8.0,,,,,,Sunan Shuofang International Airport
MOR27482,1. Seizure,Italy,12/1/2019 0:00,"Two Greek tortoises seized at Capodichino Airport, one suspect",Testudo graeca,"Algerian Tortoise, Common Tortoise, Greek Tortoise, Mesopotamian Tortoise, Moorish Tortoise, Spur-thighed Tortoise, Tortuga mora, Tortue mauresque",Individual - Live,2.0,,,,,,Capodichino Airport
MOR27483,1. Seizure,Germany,12/1/2019 0:00,100 turtles and frogs seized at Munich Airport,Anura,Frogs,Individual - Live,100.0,,,,,,Munich Airport
MOR27484,1. Seizure,China,12/5/2019 0:00,0.0998kg ivory & 0.0275kg pangolin scales seized at Guangzhou Baiyun Airport,Elephantidae,Elephants,Ivory - Worked,3.0,0.099799998,Kilograms,,,,Guangzhou Baiyun International Airport
MOR27485,1. Seizure,China,12/6/2019 0:00,Ivory carvings (0.377 kg) seized at Chengdu Shuangliu Airport,Elephantidae,Elephants,Ivory - Worked,,0.377000004,Kilograms,,,,Chengdu Shuangliu International Airport
MOR27487,1. Seizure,China,12/8/2019 0:00,"10 ivory carvings (0.3016kg) seized at Guangzhou Baiyun Airport, one suspect",Elephantidae,Elephants,Ivory - Worked,10.0,0.301600009,Kilograms,,,,Guangzhou Baiyun International Airport
MOR27487,1. Seizure,China,12/8/2019 0:00,"10 ivory carvings (0.3016kg) seized at Guangzhou Baiyun Airport, one suspect",Elephantidae,Elephants,Ivory - Worked,10.0,0.301600009,Kilograms,,,,Guangzhou Baiyun International Airport
MOR27489,1. Seizure,China,12/13/2019 0:00,Ivory bracelets (0.206 kg) seized at Guangzhou Baiyun Airport,Elephantidae,Elephants,Ivory - Worked,2.0,0.206,Kilograms,,,,Guangzhou Baiyun International Airport
MOR27490,1. Seizure,China,12/13/2019 0:00,19 ivory carvings (0.5692 kg) seized at Guangzhou Baiyun Airport,Elephantidae,Elephants,Ivory - Worked,19.0,0.569199979,Kilograms,,,,Guangzhou Baiyun International Airport
MOR27490,1. Seizure,China,12/13/2019 0:00,19 ivory carvings (0.5692 kg) seized at Guangzhou Baiyun Airport,Elephantidae,Elephants,Ivory - Worked,19.0,0.569199979,Kilograms,,,,Guangzhou Baiyun International Airport
MOR27490,1. Seizure,China,12/13/2019 0:00,19 ivory carvings (0.5692 kg) seized at Guangzhou Baiyun Airport,Elephantidae,Elephants,Ivory - Worked,19.0,0.569199979,Kilograms,,,,Guangzhou Baiyun International Airport
MOR27491,1. Seizure,China,12/14/2019 0:00,5 ivory carvings (0.212kg) seized at Guangzhou Baiyun International Airport,Elephantidae,Elephants,Ivory - Worked,5.0,0.211999997,Kilograms,,,,Guangzhou Baiyun International Airport
MOR27492,1. Seizure,Thailand,12/17/2019 0:00,95 Indian star tortoises seized at Don Mueang Airport - 1 couple arrested,Geochelone elegans,"Indian Star Tortoise, Star Tortoise, Tortuga estrellada de la India, Tortue étoilée de l'Inde",Individual - Live,95.0,,,,,,Don Mueang International Airport
MOR27493,1. Seizure,China,12/20/2019 0:00,5 ivory carvings (0.213 kg) seized at Guangzhou Baiyun Airport,Elephantidae,Elephants,Ivory - Worked,5.0,0.213,Kilograms,,,,Guangzhou Baiyun International Airport
MOR27495,1. Seizure,India,12/22/2019 0:00,21 live animals including rodents and lizards seized at Chennai Airport,Sciurus vulgaris,Eurasian Red Squirrel,Individual - Live,1.0,,,,,,Chennai International Airport
MOR27495,1. Seizure,India,12/22/2019 0:00,21 live animals including rodents and lizards seized at Chennai Airport,Dipodomys spectabilis,Banner-tailed Kangaroo Rat,Individual - Live,12.0,,,,,,Chennai International Airport
MOR27495,1. Seizure,India,12/22/2019 0:00,21 live animals including rodents and lizards seized at Chennai Airport,Cyclura lewisi,Grand Cayman Iguana,Individual - Live,5.0,,,,,,Chennai International Airport
MOR27496,1. Seizure,China,12/24/2019 0:00,"42 ivory carvings (1.613 kg) seized at Shanghai Pudong Airport, two suspects",Elephantidae,Elephants,Ivory - Worked,42.0,1.613000035,Kilograms,,,,Erhu seized at Shanghai Pudong Airport
MOR27497,1. Seizure,Cambodia,12/27/2019 0:00,282.66 kg of suspected lion bones seized at Phnom Penh International Airport - 2 Vietnamese nationals detained,Panthera leo,"Lion, León, Lion d'Afrique",Bone,,282.66,Kilograms,,,,Phnom Penh International Airport
MOR27640,1. Seizure,Indonesia,2/19/2020 0:00,"Dugong bones seized at Depati Amir Airport, Pangkalpinang",Dugong dugon,"Dugong, Sea Cow, Dugon, Dugong, Dugongo, Dugong",Bone,14.0,,,,,,Depati Amir Airport
MOR27640,1. Seizure,Indonesia,2/19/2020 0:00,"Dugong bones seized at Depati Amir Airport, Pangkalpinang",Dugong dugon,"Dugong, Sea Cow, Dugon, Dugong, Dugongo, Dugong",Skull,1.0,,,,,,Depati Amir Airport
MOR27688,1. Seizure,Malaysia,3/1/2020 0:00,15 boxes and 2 bales of processed bird nest seized at Sibu Airport - 5 arrested,Aerodramus,Swiftlet,Nest,,,,,,,Sibu Airport
MOR27709,1. Seizure,Viet Nam,3/6/2020 0:00,12 Rhino horn pieces seized at Tan Son Nhat Airport - 1 Vietnamese national arrested,Rhinocerotidae,"Rhinoceroses, Rinocerontes, Rhinocéros",Horn Pieces - Raw,12.0,6.21999979,Kilograms,,,,Tan Son Nhat International Airport
MOR27726,1. Seizure,Germany,2/25/2020 0:00,1 live Hermann's tortoise seized at Munich Airport - 1 suspect arrested,Testudo hermanni,"Hermann's Tortoise, Tortuga mediterránea, Tortue d'Hermann",Individual - Live,1.0,,,,,,Munich Airport
MOR27766,1. Seizure,United States of America,1/24/2020 0:00,Over 500 kg of shark fins seized at Miami International Airport,Sphyrna lewini,"Bronze hammerhead shark, gebuchteter Hammerhai, Hammerhead, Hammerhead shark, Kidney-headed shark, Scalloped hamerhead, Scalloped Hammerhead, Scalloped hammerhead shark, Southern hammerhead shark, Cachona, Cornúa, Cornuda, Cornuda comun, Cornuda común",Fins,,635.0292969,Kilograms,,,,Miami International Airport
MOR27766,1. Seizure,United States of America,1/24/2020 0:00,Over 500 kg of shark fins seized at Miami International Airport,Sphyrna mokarran,"Great hammerhead, Great hammerhead shark",Fins,,635.0292969,Kilograms,,,,Miami International Airport
MOR27766,1. Seizure,United States of America,1/24/2020 0:00,Over 500 kg of shark fins seized at Miami International Airport,Carcharhinus falciformis,Silky shark,Fins,,635.0292969,Kilograms,,,,Miami International Airport
MOR27951,1. Seizure,China,1/3/2020 0:00,"0.469kg of ivory carvings seized at Chengdu Airport, one suspect",Elephantidae,Elephants,Ivory - Worked,17.0,0.469000012,Kilograms,,,,Chengdu Shuangliu International Airport
MOR27954,1. Seizure,China,1/2/2020 0:00,"57 grams of ivory seized at Jinan Airport, one suspect",Elephantidae,Elephants,Ivory - Worked,1.0,0.057,Kilograms,,,,Jinan Yaoqiang International Airport
MOR27956,1. Seizure,China,1/1/2020 0:00,Ivory statue weighing 0.670kg seized from postal parcel at Xiamen Airport,Elephantidae,Elephants,Ivory - Worked,1.0,0.670000017,Kilograms,,,,Xiamen Gaoqi International Airport
MOR27958,1. Seizure,Peru,1/13/2020 0:00,20 live birds seized at Jorge Chavez Airport,Eubucco bourcierii,Red-headed barbet,Individual - Live,2.0,,,,,,Jorge Chavez International Airport
MOR27958,1. Seizure,Peru,1/13/2020 0:00,20 live birds seized at Jorge Chavez Airport,Chlorornis riefferii,Grass-green Tanager,Individual - Live,1.0,,,,,,Jorge Chavez International Airport
MOR27958,1. Seizure,Peru,1/13/2020 0:00,20 live birds seized at Jorge Chavez Airport,Tangara nigroviridis,Beryl-spangled Tanager,Individual - Live,5.0,,,,,,Jorge Chavez International Airport
MOR27958,1. Seizure,Peru,1/13/2020 0:00,20 live birds seized at Jorge Chavez Airport,Tangara phillipsi,Sira Tanager,Individual - Live,1.0,,,,,,Jorge Chavez International Airport
MOR27958,1. Seizure,Peru,1/13/2020 0:00,20 live birds seized at Jorge Chavez Airport,Tangara vassorii,Blue-and-black Tanager,Individual - Live,8.0,,,,,,Jorge Chavez International Airport
MOR27960,1. Seizure,China,1/20/2020 0:00,"elephant & crocodile leather seized at Jinan Airport, from Bangkok",Crocodylidae,"Cocodrilos, Crocodiles",Skin - Leather Product,3.0,0.735000014,,,,,Jinan Yaoqiang International Airport
MOR27960,1. Seizure,China,1/20/2020 0:00,"elephant & crocodile leather seized at Jinan Airport, from Bangkok",Elephantidae,Elephants,Skin - Leather Product,1.0,0.195999995,Kilograms,,,,Jinan Yaoqiang International Airport
MOR27961,1. Seizure,India,1/21/2020 0:00,"Marmoset monkeys, squirrels and reptiles seized at Chennai International Airport, three suspects arrested",Saguinus midas,"Negro Tamarin, Red-handed Tamarin, Tamarin aux mains rousses",Individual - Live,,,,,,,Chennai International Airport
MOR27961,1. Seizure,India,1/21/2020 0:00,"Marmoset monkeys, squirrels and reptiles seized at Chennai International Airport, three suspects arrested",Callosciurus prevostii,"Prevost's squirrel, Asian tri-colored squirrel",Individual - Live,,,,,,,Chennai International Airport
MOR27961,1. Seizure,India,1/21/2020 0:00,"Marmoset monkeys, squirrels and reptiles seized at Chennai International Airport, three suspects arrested",Callithrix jacchus,"Common Marmoset, White-tufted-ear Marmoset, Ouistiti à pinceaux blancs, Ouistiti à toupet blanc, Ouistiti commun",Individual - Live,,,,,,,Chennai International Airport
MOR27962,1. Seizure,France,1/26/2020 0:00,21kg of glass eels seized at Toulouse-Blagnac Airport - 1 Malaysian national convicted,Anguilla anguilla,"Common eel, Eel, European eel, River eel, Silver eel, Sing eel, Weed eel, Yellow eel, Anguila, Anguila europea, Anguilla, Anguilla catarrojina, Anguilla fartona, Anguilla maresa, Anguilla martina, Anguilla pastorenca, Anguilla pugaron, Angèle, Anguielo",Fingerlings/fry,,21.0,Kilograms,,,,Toulouse-Blagnac Airport
MOR27963,1. Seizure,China,1/21/2020 0:00,"43 ivory carvings (1.114kg) seized at Guangzhou Baiyun Airport, two female suspects",Elephantidae,Elephants,Ivory - Worked,43.0,1.11500001,Kilograms,,,,Guangzhou Baiyun International Airport
MOR27964,1. Seizure,China,1/21/2020 0:00,"4 ivory carvings (0.182kg) seized at Guangzhou Baiyun Airport, one female suspect",Elephantidae,Elephants,Ivory - Worked,4.0,0.181999996,Kilograms,,,,Guangzhou Baiyun International Airport
MOR27967,1. Seizure,Portugal,2/1/2020 0:00,"70kg of eels seized at Lisbon Airport, four suspects arrested",Anguilla anguilla,"Common eel, Eel, European eel, River eel, Silver eel, Sing eel, Weed eel, Yellow eel, Anguila, Anguila europea, Anguilla, Anguilla catarrojina, Anguilla fartona, Anguilla maresa, Anguilla martina, Anguilla pastorenca, Anguilla pugaron, Angèle, Anguielo",Fingerlings/fry,,70.0,Kilograms,,,,Lisbon Airport
MOR27970,1. Seizure,Mexico,2/1/2020 0:00,Two live geckos seized at Merida International Airport,Squamata-Lacertilia,Lizards,Individual - Live,2.0,,,,,,Merida International Airport
MOR27971,1. Seizure,Mexico,2/4/2020 0:00,8.5 kg of totoaba swim bladders seized at Abraham Gonzalez Airport,Totoaba macdonaldi,"MacDonald's Weakfish, Totoaba, Totoba, Acoupa De Macdonald",Swim Bladder,,8.5,Kilograms,,,,Abraham Gonzalez Airport
MOR27972,1. Seizure,China,2/8/2020 0:00,"17 ivory carvings (0.4825kg) seized at Guangzhou Baiyun Airport, one suspect",Elephantidae,Elephants,Ivory - Worked,17.0,0.482499987,Kilograms,,,,Guangzhou Baiyun International Airport
MOR27972,1. Seizure,China,2/8/2020 0:00,"17 ivory carvings (0.4825kg) seized at Guangzhou Baiyun Airport, one suspect",Elephantidae,Elephants,Ivory - Worked,17.0,0.482499987,Kilograms,,,,Guangzhou Baiyun International Airport
MOR27974,1. Seizure,Mexico,2/1/2020 0:00,5.5kg of totoaba meat seized at Ciudad Juárez International Airport,Totoaba macdonaldi,"MacDonald's Weakfish, Totoaba, Totoba, Acoupa De Macdonald",Meat,,5.5,Kilograms,,,,Ciudad Juárez International Airport
MOR28013,1. Seizure,Singapore,1/5/2020 0:00,11 pieces of rhino horns (22.085 kg) seized at Changi Airport - 1 South African national convicted,Ceratotherium simum,"Grass Rhinoceros, Square-lipped Rhinoceros, White Rhinoceros, Rinoceronte blanco, Rhinocéros blanc",Horn Pieces - Raw,11.0,22.08499908,Kilograms,,,,Changi International Airport
MOR28027,1. Seizure,China,3/23/2020 0:00,2 ivory bracelets seized at Chengdu Airport,Elephantidae,Elephants,Ivory - Worked,1.0,0.194999993,Kilograms,,,,Chengdu Shuangliu International Airport
MOR28027,1. Seizure,China,3/23/2020 0:00,2 ivory bracelets seized at Chengdu Airport,Elephantidae,Elephants,Ivory - Worked,1.0,0.194999993,Kilograms,,,,Chengdu Shuangliu International Airport
MOR28071,1. Seizure,China,1/15/2020 0:00,"6 ivory scroll heads (158g) seized at Qingdao Liuting Airport, from Tokyo",Elephantidae,Elephants,Ivory - Worked,6.0,0.158000007,Kilograms,,,,Qingdao Liuting International Airport
MOR28073,1. Seizure,China,1/17/2020 0:00,"ivory necklace (24g) seized at Chongqing Jiangbei Airport, from Thailand",Elephantidae,Elephants,Ivory - Worked,1.0,0.024,Kilograms,,,,Chongqing Jiangbei International Airport
MOR28075,1. Seizure,China,1/18/2020 0:00,"11 ivory jewellry pieces (347g) seized at Qingdao Liuting Airport, from Hong Kong",Elephantidae,Elephants,Ivory - Worked,2.0,0.347000003,Kilograms,,,,Qingdao Liuting International Airport
MOR28075,1. Seizure,China,1/18/2020 0:00,"11 ivory jewellry pieces (347g) seized at Qingdao Liuting Airport, from Hong Kong",Elephantidae,Elephants,Ivory - Worked,3.0,0.347000003,Kilograms,,,,Qingdao Liuting International Airport
MOR28075,1. Seizure,China,1/18/2020 0:00,"11 ivory jewellry pieces (347g) seized at Qingdao Liuting Airport, from Hong Kong",Elephantidae,Elephants,Ivory - Worked,5.0,0.347000003,Kilograms,,,,Qingdao Liuting International Airport
MOR28075,1. Seizure,China,1/18/2020 0:00,"11 ivory jewellry pieces (347g) seized at Qingdao Liuting Airport, from Hong Kong",Elephantidae,Elephants,Ivory - Worked,1.0,0.347000003,Kilograms,,,,Qingdao Liuting International Airport
MOR28077,1. Seizure,China,1/20/2020 0:00,"ivory pendant seized at Jinan Airport, from Phuket",Elephantidae,Elephants,Ivory - Worked,1.0,0.018999999,,,,,Jinan Yaoqiang International Airport
MOR28078,1. Seizure,China,1/20/2020 0:00,"ivory pendant seized at Jinan Airport, from Japan",Elephantidae,Elephants,Ivory - Worked,1.0,0.017999999,Kilograms,,,,Jinan Yaoqiang International Airport
MOR28149,1. Seizure,China,10/21/2019 0:00,7 ivory products (0.3166kg) seized at Guangzhou Baiyun International Airport,Elephantidae,Elephants,Ivory - Worked,7.0,0.316599995,Kilograms,,,,Guangzhou Baiyun International Airport
MOR28150,1. Seizure,China,10/22/2019 0:00,One piece of ivory weighing 1.351kg seized at Shanghai Pudong International Airport,Elephantidae,Elephants,Ivory Pieces - Raw,1.0,1.350999951,Kilograms,,,,Erhu seized at Shanghai Pudong Airport
MOR28235,1. Seizure,China,10/24/2019 0:00,8 ivory products (0.2735kg) seized at Guangzhou Baiyun Airport,Elephantidae,Elephants,Ivory - Worked,8.0,0.273499995,Kilograms,,,,Guangzhou Baiyun International Airport
MOR28235,1. Seizure,China,10/24/2019 0:00,8 ivory products (0.2735kg) seized at Guangzhou Baiyun Airport,Elephantidae,Elephants,Ivory - Worked,8.0,0.273499995,Kilograms,,,,Guangzhou Baiyun International Airport
MOR28245,1. Seizure,China,11/1/2019 0:00,2 ivory products and 1 tiger tooth seized at Sunan Shuofang International Airport,Panthera tigris,"Tiger, Tigre",Teeth,1.0,,,,,,Sunan Shuofang International Airport
MOR28245,1. Seizure,China,11/1/2019 0:00,2 ivory products and 1 tiger tooth seized at Sunan Shuofang International Airport,Canis lupus,"Common Wolf, Grey Wolf, Timber Wolf, Wolf, Lobo, Lobo común, Loup, Loup gris, Loup vulgaire",Teeth,1.0,,,,,,Sunan Shuofang International Airport
MOR28245,1. Seizure,China,11/1/2019 0:00,2 ivory products and 1 tiger tooth seized at Sunan Shuofang International Airport,Elephantidae,Elephants,Ivory - Worked,2.0,,,,,,Sunan Shuofang International Airport
MOR28259,1. Seizure,China,11/24/2019 0:00,"13 ivory carvings (0.441kg total) seized at Guangzhou Baiyun Airport, 1 female suspect",Elephantidae,Elephants,Ivory - Worked,13.0,0.441000015,Kilograms,,,,Guangzhou Baiyun International Airport
MOR28372,1. Seizure,China,12/3/2019 0:00,1 ivory bracelet (0.078kg) seized at Jinan Airport,Elephantidae,Elephants,Ivory - Worked,1.0,0.078000002,Kilograms,,,,Jinan Yaoqiang International Airport
MOR28680,1. Seizure,China,11/27/2019 0:00,2 ivory bracelets (0.06286 kg) seized at Jieyang Chaoshan Airport,Elephantidae,Elephants,Ivory - Worked,2.0,0.062859997,Kilograms,,,,Jieyang Chaoshan International Airport
MOR28986,1. Seizure,China,3/17/2020 0:00,"4 kg of rhino horn, tiger bone and antelope horn seized at Shijiazhuang Airport",Ursidae,"Bears, Osos, Ours",Bile Products,,4.0,Kilograms,,,,Shijiazhuang Airport
MOR28986,1. Seizure,China,3/17/2020 0:00,"4 kg of rhino horn, tiger bone and antelope horn seized at Shijiazhuang Airport",Rhinocerotidae,"Rhinoceroses, Rinocerontes, Rhinocéros",Horn,,4.0,Kilograms,,,,Shijiazhuang Airport
MOR28986,1. Seizure,China,3/17/2020 0:00,"4 kg of rhino horn, tiger bone and antelope horn seized at Shijiazhuang Airport",Panthera tigris,"Tiger, Tigre",Bone,,4.0,Kilograms,,,,Shijiazhuang Airport
